INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
42184,2011,04,36,06,983.6,1008.9,34.6,18.6,4.5,015,9.0,32,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,07,985.4,1010.8,32.4,20.0,11.2,027,13.3,05,006,  ,95,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0.0,   ,  , , ,   ,
42184,2011,04,36,08,984.0,1009.3,34.0,18.8,6.0,018,9.4,32,002,  ,95,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0.0,   ,  , , ,   ,
42184,2011,04,36,09,984.7,1010.0,34.2,19.4,7.7,019,10.5,32,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,10,987.9,1013.6,30.6,20.6,14.1,037,16.0,05,004,  ,95,0,0,3,5,0,0,0,9,0,5,9,3,5,60,0.6,   ,  , , ,   ,
42184,2011,04,36,11,984.6,1010.0,33.6,21.6,14.0,031,16.0,00,000,  ,95,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0.0,   ,  , , ,   ,
42184,2011,04,36,12,982.4,1007.9,32.0,21.6,15.2,036,17.3,00,000,  ,95,5,2,3,5,0,0,9,9,0,6,5,6,2,25,0.0,   ,  , , ,   ,
42184,2011,04,36,13,983.2,1008.5,33.6,21.4,13.6,030,15.6,32,004,  ,95,0,0,3,5,0,0,0,9,0,5,9,3,5,60,0.0,   ,  , , ,   ,
42184,2011,04,36,14,981.6,1006.9,34.0,21.6,13.7,029,15.7,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,15,980.6,1005.8,34.6,21.6,13.2,028,15.2,00,000,  ,95,0,0,3,6,0,0,0,9,0,6,9,3,6,60,0.0,   ,  , , ,   ,
42184,2011,04,36,16,982.4,1007.7,33.2,25.0,21.1,049,25.0,00,000,  ,95,5,2,3,5,0,0,9,9,0,6,9,6,2,30,0.0,   ,  , , ,   ,
42184,2011,04,36,17,981.4,1006.7,32.6,24.8,21.0,051,24.9,05,004,  ,95,0,0,3,5,0,0,0,9,0,5,9,3,5,60,0.6,   ,  , , ,   ,
42184,2011,04,36,18,981.2,1006.4,34.0,20.6,11.8,026,13.8,05,004,  ,95,4,4,0,0,1,2,9,0,9,5,5,6,4,25,0.0,   ,  , , ,   ,
42184,2011,04,36,19,981.3,1006.4,35.4,19.8,7.6,018,10.4,32,004,  ,95,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0.0,   ,  , , ,   ,
42184,2011,04,36,20,981.9,1007.2,34.0,20.4,10.7,024,12.9,99,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,21,981.9,1007.0,36.2,19.6,5.9,015,9.3,32,008,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,22,981.6,1006.7,36.4,20.4,7.0,016,10.0,00,000,  ,95,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0.0,   ,  , , ,   ,
42184,2011,04,36,23,979.8,1004.8,36.6,21.6,11.5,022,13.6,05,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,24,978.6,1003.5,38.0,21.0,8.4,017,11.0,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,25,977.2,1001.8,40.6,22.2,9.3,015,11.7,23,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,26,981.0,1006.2,35.0,22.4,14.8,030,16.8,14,010,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,27,980.1,1005.2,35.4,22.6,14.9,029,16.9,14,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,28,976.4,1001.4,38.0,23.8,15.7,027,17.8,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,29,976.1,1000.8,40.0,21.6,8.1,015,11.3,29,008,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,36,30,977.6,1002.2,40.8,21.4,6.5,012,9.0,29,006,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,01,980.6,1006.0,31.6,20.4,12.9,032,14.9,32,002,06,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,02,980.0,1005.5,30.4,19.4,11.5,031,13.5,05,004,04,95,0,0,3,4,0,0,0,9,0,4,5,3,4,60,0.0,   ,  , , ,   ,
42184,2011,04,48,03,983.2,1008.9,29.4,19.2,11.9,034,13.9,05,002,08,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,04,983.2,1008.8,30.0,17.0,5.2,021,8.8,32,004,04,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,05,983.0,1008.5,31.8,18.6,8.0,023,10.7,00,000,04,95,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0.0,   ,  , , ,   ,
42184,2011,04,48,06,983.2,1008.5,31.8,18.4,7.4,022,10.2,32,006,04,95,0,0,3,3,1,4,0,9,9,7,9,3,3,60,0.0,   ,  , , ,   ,
42184,2011,04,48,07,982.5,1008.0,31.4,19.4,10.6,028,12.8,32,002,06,95,0,0,0,0,1,3,0,0,9,3,9,1,3,70,0.0,   ,  , , ,   ,
42184,2011,04,48,08,982.5,1008.0,31.4,19.4,10.6,028,12.8,32,002,06,95,0,0,0,0,1,3,0,0,9,3,9,0,3,70,0.0,   ,  , , ,   ,
42184,2011,04,48,09,983.4,1008.8,32.4,20.0,11.2,027,13.3,32,002,04,95,0,0,0,0,1,3,0,0,9,3,9,0,3,70,0.0,   ,  , , ,   ,
42184,2011,04,48,10,985.6,1011.4,29.0,20.0,14.1,040,16.0,05,004,04,95,0,0,3,5,0,0,0,9,0,5,9,3,5,60,0.0,   ,  , , ,   ,
42184,2011,04,48,11,982.4,1008.0,29.4,20.2,14.2,039,16.2,14,002,02,95,5,4,3,4,0,0,9,9,0,8,5,6,4,25,0.0,   ,  , , ,   ,
42184,2011,04,48,12,981.0,1006.6,30.0,22.0,17.4,047,19.8,00,000,  ,95,5,3,3,5,0,0,9,9,0,7,5,6,3,25,0.0,   ,  , , ,   ,
42184,2011,04,48,13,980.8,1006.2,34.5,19.6,10.1,025,12.3,27,006,02,95,0,0,0,0,1,2,0,0,9,2,9,0,2,70,0.0,   ,  , , ,   ,
42184,2011,04,48,14,979.0,1004.3,32.4,21.4,14.5,034,16.5,00,000,01,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,15,978.6,1003.7,34.6,21.4,12.7,027,14.5,32,004,02,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0.0,   ,  , , ,   ,
42184,2011,04,48,16,980.0,1005.3,33.4,22.4,15.9,035,18.1,00,000,01,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0.0,   ,  , , ,   ,
42184,2011,04,48,17,981.0,1006.8,28.4,22.0,18.4,055,21.2,99,004,02,94,3,5,3,3, , ,9,9, ,8,5,9,3,20,0.8,   ,  , , ,   ,
42184,2011,04,48,18,978.8,1004.1,32.6,19.4,10.0,025,12.2,32,006,04,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0.0,   ,  , , ,   ,
42184,2011,04,48,19,980.1,1005.4,32.2,18.6,7.5,021,10.4,32,004,04,95,4,4,3,2,1,1,9,9,9,6,5,6,4,25,0.0,   ,  , , ,   ,
42184,2011,04,48,20,980.4,1005.7,33.6,19.4,8.4,021,11.2,32,004,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,21,980.5,1005.7,34.6,17.8,1.4,012,6.7,32,008,10,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,22,979.5,1004.7,34.8,19.0,5.7,016,9.1,32,004,04,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,23,978.0,1003.1,34.8,22.0,14.0,029,15.9,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,24,976.3,1001.1,37.6,21.8,11.1,020,13.2,32,002,01,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,25,975.1,1000.1,39.0,21.6,9.2,017,11.6,32,004,04,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,26,979.6,1004.9,33.6,22.0,14.9,033,16.9,00,000,06,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,27,977.2,1002.3,34.6,22.8,15.9,033,18.0,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,28,978.8,1003.8,36.4,24.4,18.1,034,20.8,00,000,01,95,2,1,0,0,0,0,9,0,0,1,6,8,1,35,0.0,   ,  , , ,   ,
42184,2011,04,48,29,975.0,999.7,38.8,21.4,8.8,016,11.3,32,006,10,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,04,48,30,976.0,1000.5,40.2,22.0,9.1,015,11.5,32,004,04,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,01,980.3,1005.7,31.2,20.4,13.2,033,15.2,32,006,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,02,977.0,1002.5,31.0,19.0,9.9,027,12.2,23,006,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,03,975.8,1001.1,31.8,22.0,16.2,039,18.4,00,000,00,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,04,977.9,1003.3,31.4,22.0,16.5,041,18.8,05,002,06,95,0,0,3,6,0,0,0,9,0,6,9,3,6,60,0.0,   ,  , , ,   ,
42184,2011,05,12,05,980.4,1006.1,28.4,22.6,19.5,059,22.7,14,002,00,95,5,5,2,3,0,0,9,9,0,8,5,6,5,25,0.8,   ,  , , ,   ,
42184,2011,05,12,06,980.2,1005.8,29.4,23.4,20.3,058,23.8,23,002,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,07,979.6,1005.4,28.0,20.6,15.9,047,18.1,00,000,04,96,0,0,0,0,1,2,0,0,9,2,9,0,2,70,1.2,   ,  , , ,   ,
42184,2011,05,12,08,977.0,1002.5,30.0,22.2,17.8,048,20.4,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,09,975.6,1000.4,31.8,22.0,16.2,039,18.4,00,000,00,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,10,976.0,1001.3,32.0,20.6,13.0,031,14.9,32,008,00,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,11,975.7,1000.9,34.0,22.6,15.9,034,18.1,27,004,00,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,12,974.8,999.9,33.8,22.0,14.8,032,16.8,32,002,04,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,13,978.5,1004.0,30.2,21.6,16.5,044,18.7,09,002,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,14,977.3,1002.6,32.4,22.4,16.6,039,18.9,00,000,00,95,5,2,3,2,0,0,2,2,0,4,9,5,2,35,0.0,   ,  , , ,   ,
42184,2011,05,12,15,980.0,1005.4,31.6,20.4,12.9,032,14.9,32,004,02,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,16,982.0,1007.4,32.2,23.2,18.3,044,21.0,00,000,00,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,17,982.1,1007.5,32.6,25.4,22.1,054,26.5,00,000,00,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,18,979.9,1005.3,31.8,27.4,25.6,070,32.8,14,002,02,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0.0,   ,  , , ,   ,
42184,2011,05,12,19,975.5,1000.7,33.4,22.8,16.8,037,19.3,00,000,04,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,20,975.0,1000.5,29.4,23.6,20.7,059,24.4,99,005,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,21,971.2,996.5,31.0,22.0,16.8,042,19.1,14,004,02,95,5,3,3,4,0,0,9,9,0,6,5,6,3,25,0.0,   ,  , , ,   ,
42184,2011,05,12,22,976.2,1002.6,24.2,21.8,20.2,080,24.1,14,004,04,95,0,0,3,2,1,3,0,9,9,5,9,3,2,60,27.8,   ,  , , ,   ,
42184,2011,05,12,23,978.6,1004.4,26.6,21.4,18.5,062,21.3,00,000,00,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,24,977.0,1002.5,30.6,24.6,21.7,059,25.9,32,002,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,25,976.4,1001.6,33.0,23.6,18.6,043,21.4,32,006,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,26,978.8,1004.2,31.2,24.2,20.7,054,24.4,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,27,981.6,1007.6,25.0,22.4,21.1,079,25.0,00,000,02,94,5,5,2,4,0,0,9,9,0,8,5,6,5,25,0.0,   ,  , , ,   ,
42184,2011,05,12,28,979.0,1004.6,31.6,21.4,15.1,037,17.1,23,004,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,29,978.0,1003.3,32.0,24.4,20.6,051,24.2,27,002,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,30,978.0,1003.6,28.6,22.8,19.7,059,22.9,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,12,31,974.0,997.4,29.4,23.8,21.0,061,24.8,14,008,02,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,01,980.0,1004.8,39.2,22.2,10.9,018,13.0,32,006,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,02,977.4,1002.2,37.8,21.8,10.9,020,13.0,32,006,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,03,975.7,1000.5,37.6,22.2,12.2,022,14.2,32,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,04,978.6,1003.7,34.4,21.8,13.9,029,15.9,00,000,  ,95,5,4,3,3,0,0,9,9,0,6,5,6,4,25,0.0,   ,  , , ,   ,
42184,2011,05,24,05,980.4,1006.0,29.8,23.8,20.8,058,24.6,00,000,  ,94,5,5,3,3,0,0,9,9,0,7,5,6,5,25,0.0,   ,  , , ,   ,
42184,2011,05,24,06,980.0,1005.2,34.6,25.2,20.6,044,24.3,99,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,07,980.3,1005.3,33.0,22.6,16.6,038,18.8,32,006,  ,95,0,0,0,0,1,2,0,0,9,2,9,0,2,70,0.0,   ,  , , ,   ,
42184,2011,05,24,08,977.2,1002.2,36.6,23.4,15.8,029,17.9,14,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,09,975.6,1000.3,38.6,22.6,12.3,021,14.3,32,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,10,975.6,1000.3,38.8,22.4,11.6,020,13.7,23,006,  ,95,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0.0,   ,  , , ,   ,
42184,2011,05,24,11,975.9,1000.6,38.4,24.4,16.8,028,19.1,23,006,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,12,975.1,999.7,39.6,25.4,18.1,029,20.8,99,004,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,13,980.1,1005.2,36.0,24.0,17.5,034,20.0,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,14,978.2,1003.1,38.0,24.0,16.6,028,18.9,32,002,  ,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0.0,   ,  , , ,   ,
42184,2011,05,24,15,979.6,1004.4,38.6,23.4,14.3,024,16.3,32,004,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,16,982.3,1007.4,37.0,24.8,18.5,034,21.3,14,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,17,981.2,1006.1,38.8,24.0,15.6,026,17.7,05,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,18,978.7,1003.6,37.2,28.2,24.5,049,30.7,14,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,19,975.2,999.9,38.6,24.8,17.5,029,20.0,23,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,20,973.5,998.5,34.6,25.8,21.7,046,25.9,99,005,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,21,975.4,1001.5,22.6,20.6,19.5,083,22.7,99,004,  ,95,5,3,3,5, , ,9,9, ,8,5,6,3,25,18.0,   ,  , , ,   ,
42184,2011,05,24,22,976.8,1002.2,30.8,23.4,19.5,051,22.7,00,000,  ,95,0,0,3,2,0,0,0,9,0,2,5,3,2,60,0.0,   ,  , , ,   ,
42184,2011,05,24,23,978.4,1003.7,33.0,22.8,17.0,039,19.4,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,24,976.8,1001.7,37.0,25.0,18.9,035,21.8,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,25,976.4,1001.2,38.6,25.0,17.9,030,20.5,32,008,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,26,979.2,1004.2,37.2,26.0,20.7,039,24.4,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,27,983.3,1009.1,32.6,25.0,21.4,052,25.5,05,006,  ,95,5,2,3,4,0,0,9,9,0,6,5,6,2,25,0.0,   ,  , , ,   ,
42184,2011,05,24,28,978.6,1003.6,36.0,22.8,14.9,029,17.0,32,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,29,978.0,1002.8,38.0,25.8,20.6,035,23.2,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,30,977.6,1002.7,34.8,26.6,23.0,051,28.1,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,24,31,973.8,998.8,34.6,25.4,21.0,045,29.8,14,008,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,01,977.6,1002.2,41.4,22.0,7.8,013,10.6,32,008,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,02,974.6,999.2,40.0,22.0,9.3,016,11.7,32,006,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,03,973.5,998.0,41.4,22.6,9.7,015,12.0,32,004,  ,95,8,4,0,0,0,0,9,0,0,4,5,6,3,25,0.0,   ,  , , ,   ,
42184,2011,05,36,04,976.4,1001.1,39.2,23.8,14.8,024,16.8,00,000,  ,95,0,0,2,6,0,0,0,9,0,6,9,4,6,60,0.0,   ,  , , ,   ,
42184,2011,05,36,05,977.4,1002.4,36.0,26.0,21.3,043,25.3,00,000,  ,95,5,5,3,3,0,0,9,9,0,7,5,6,5,25,0.0,   ,  , , ,   ,
42184,2011,05,36,06,977.2,1002.0,37.2,26.0,20.7,039,24.4,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,07,977.9,1002.9,36.6,24.4,17.9,033,20.5,32,006,  ,95,0,0,0,0,1,3,0,0,9,3,9,0,3,70,0.0,   ,  , , ,   ,
42184,2011,05,36,08,975.2,999.9,39.0,23.0,14.0,023,15.9,32,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,09,973.3,997.7,41.6,23.6,12.4,018,14.4,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,10,973.6,998.0,43.0,22.4,7.3,012,10.2,27,010,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,11,973.5,997.9,42.4,23.2,10.5,015,12.7,23,010,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,12,973.4,997.7,43.4,23.0,11.4,015,13.5,23,006,  ,96,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0.0,   ,  , , ,   ,
42184,2011,05,36,13,977.6,1002.5,38.0,24.6,17.5,030,20.0,00,000,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,14,976.0,1000.7,39.0,25.0,17.4,028,19.9,09,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,15,977.4,1002.0,41.0,24.4,14.9,022,16.9,05,002,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,16,980.4,1005.2,39.4,25.4,18.2,029,20.9,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,17,978.8,1003.2,43.2,24.0,11.9,016,13.9,32,004,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,18,975.9,1000.5,40.2,27.6,22.1,035,26.6,14,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,19,973.1,997.5,41.6,25.6,17.3,025,19.7,05,006,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,20,971.0,995.7,37.6,26.6,21.6,040,25.8,05,006,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,21,972.8,998.4,26.8,22.4,20.1,067,29.5,99,004,  ,95,5,3,3,5, , ,9,9, ,8,5,6,3,25,0.0,   ,  , , ,   ,
42184,2011,05,36,22,979.0,1004.6,30.0,23.4,20.0,055,28.4,32,008,  ,95,5,4,3,5, , ,9,9, ,8,5,6,4,25,0.0,   ,  , , ,   ,
42184,2011,05,36,23,976.9,1001.9,35.6,24.2,18.2,036,20.8,32,008,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,24,974.6,999.1,40.6,24.0,14.2,021,16.2,32,008,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,25,974.1,998.6,41.6,25.8,17.7,025,20.2,32,010,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,26,975.5,1000.3,37.8,26.8,21.8,040,26.1,00,000,  ,95,5,4,3,5,0,0,9,9,0,7,9,6,4,25,0.0,   ,  , , ,   ,
42184,2011,05,36,27,979.6,1004.9,33.8,24.6,20.0,044,23.0,00,000,  ,95,5,2,3,4,0,0,9,9,0,6,5,6,2,25,0.0,   ,  , , ,   ,
42184,2011,05,36,28,976.5,1001.2,38.6,24.2,16.2,027,18.4,32,004,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,29,975.6,1000.1,40.6,26.0,18.7,025,21.5,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,30,974.2,999.1,37.6,27.4,23.0,043,28.1,00,000,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,36,31,970.6,995.3,37.6,28.8,25.3,050,32.2,99,002,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,48,01,975.4,1000.1,39.6,22.0,9.7,017,12.0,99,005,08,95,0,0,3,2,0,0,0,2,0,2,9,3,2,60,0.0,   ,  , , ,   ,
42184,2011,05,48,02,972.5,997.1,39.0,21.0,7.3,015,10.2,27,004,03,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0.0,   ,  , , ,   ,
42184,2011,05,48,03,971.8,996.3,40.4,22.4,10.1,016,12.4,32,006,06,95,4,4,0,0,0,0,9,0,0,4,5,8,1,25,0.0,   ,  , , ,   ,
